title,href,frequencies,email,categories
Classical Turquoise,https://www.radio-uk.co.uk/classical-turquoise,London: Online,info@classicalturquoise.com,"80s, 70s, 60s"
PZR,https://www.radio-uk.co.uk/pzr,Croydon: Online,planetzykotika@gmail.com,"Metal, Rock, Alternative Rock"
365 Radio,https://www.radio-uk.co.uk/365-radio,London: Online,station@365radio.co,"Oldies, AAA - Adult Album Alternative, Top 40"
Hot Hits love,https://www.radio-uk.co.uk/hot-hits-love,Stoke-on-Trent: Online,,Romantic
Wave Community Radio,https://www.radio-uk.co.uk/wave-community-radio,Internet/Community,studio@wavewsm.co.uk,"80s, 60s, 70s"
Guernsey Community Radio,https://www.radio-uk.co.uk/guernsey-community-radio-gcr,Internet/Community,studio@gcr.org.gg,"Community, 70s, 60s"
Classic Unique Radio,https://www.radio-uk.co.uk/classic-unique-radio,Internet/Community,admin@classicuniqueradio.com,"60s, 70s, 80s"
Signal 2,https://www.radio-uk.co.uk/signal-2,Stoke: Online,,"80s, 70s, 60s"
Green Lane Radio,https://www.radio-uk.co.uk/green-lane-radio,Internet/Community,info@green-lane-radio.co.uk,"60s, 70s, 80s"
Dj Plug Flashback,https://www.radio-uk.co.uk/dj-plug-flashback,Internet/Community,admin@djplugradio.co.uk,"60s, 80s, 70s"
Coastal Radio Uk,https://www.radio-uk.co.uk/coastal-radio-uk,Internet/Community,coastalradio2025@gmail.com,"00s, 70s, 60s"
Peak Wireless Radio,https://www.radio-uk.co.uk/peak-wireless-radio,London: Online,info@peakwirelessradio.com,
Radio Weaver,https://www.radio-uk.co.uk/radio-weaver,Internet/Community,,"Classic Hits, Dance, Pop Music"
National Hits Radio,https://www.radio-uk.co.uk/national-hits-radio,Internet/Community,,
Cygnet Radio,https://www.radio-uk.co.uk/cygnet-radio,Internet/Community,Mal@cygnetradio.co.uk,
Miskin Radio,https://www.radio-uk.co.uk/miskin-radio,Maidstone: Online,hello@miskinmedia.co.uk,
Asian Paradise Radio,https://www.radio-uk.co.uk/asian-paradise-radio,London: Online,asianparadiseradio@hotmail.co.uk,
Courtyard FM,https://www.radio-uk.co.uk/courtyard-fm,Internet/Community,,House
KISS Garage,https://www.radio-uk.co.uk/kiss-garage,London: DAB,,
Radio Lonsdale,https://www.radio-uk.co.uk/radio-lonsdale,Blackpool: 87.7 FM,studio@radio-lonsdale.co.uk,Adult Contemporary
Studio by the Sea Radio,https://www.radio-uk.co.uk/studio-by-the-sea-radio,Internet/Community,,
Buzbeats Internet Radio,https://www.radio-uk.co.uk/buzbeats-internet-radio,Bridgnorth: Online,siefly@gmail.com,"Rock, 80s, Disco"
About 2 Blow Radio,https://www.radio-uk.co.uk/about-2-blow-radio,London: Online,info@about2blowradio.com,
Top Online Radio,https://www.radio-uk.co.uk/top-online-radio,London: Online,info@toponlinestation.com,"Christian, Culture, News"
Chelmsford Community Radio,https://www.radio-uk.co.uk/chelmsford-community-radio,Chelmsford: 104.4 FM,admin@chelmsfordcommunityradio.com,
Soul City FM,https://www.radio-uk.co.uk/soul-city-fm,London: Online,info@soulcityfm.com,"Soul, R&B, Disco"
Gaymer404,https://www.radio-uk.co.uk/gaymer404,Internet/Community,studio@gaymer404.com,"Pop Music, Disco, Dance"
Iconic Extra,https://www.radio-uk.co.uk/iconic-extra,London: Online,contact@iconicextra.com,"70s, 80s, 90s"
Castle Mead Radio,https://www.radio-uk.co.uk/castle-mead-radio,London: Online,,
Mix Radio,https://www.radio-uk.co.uk/mix-radio,Internet/Community,mixradio2023@gmail.com,"80s, 70s, 90s"
QMR Country,https://www.radio-uk.co.uk/qmr-country,City of London: Online,info@qmr.digital,Country
QMR Classic Gold,https://www.radio-uk.co.uk/qmr-classic-gold,London: Online,info@qmr.digital,Oldies
Happy Cheshire Radio Extra,https://www.radio-uk.co.uk/happy-cheshire-radio-extra,Macclesfield: Online,,Local
Spire,https://www.radio-uk.co.uk/spire,Salisbury: Online,,"Adult Contemporary, 90s, Local"
Everstream,https://www.radio-uk.co.uk/everstream,Basingstoke: Online,,"Pop Music, Oldies, Adult Contemporary"
West FM,https://www.radio-uk.co.uk/west-fm,"Ayr: 96.7 FM,Darvel: 96.7 FM,Girvan: 97.5 FM,Isle of Bute: 106.7 FM",,Adult Contemporary
Medway Sound,https://www.radio-uk.co.uk/medway-sound,Gillingham:,inquiries@medwaysound.co.uk,"Top 40, 00s, Local"
Alex Pepper Live,https://www.radio-uk.co.uk/alex-pepper-live,Internet/Community,alex@alexpepper.co.uk,"Dance, Trance, EDM - Electronic Dance Music"
Tone FM,https://www.radio-uk.co.uk/tone-fm,Taunton: Online,info@tonefm.co.uk,
Fix Radio Manchester,https://www.radio-uk.co.uk/fix-radio-manchester,Manchester: Online,,
The Works Experience,https://www.radio-uk.co.uk/nowayfm,City of London: Online,,"EDM - Electronic Dance Music, House, Dance"
Radio Nova UK,https://www.radio-uk.co.uk/radio-nova-uk,Grimsby: Online,info@radionova.co.uk,"Disco, Variety, Classic Hits"
Ace of Jacks Radio 4,https://www.radio-uk.co.uk/ace-of-jacks-radio-4,London: Online,,House
Horizon Radio,https://www.radio-uk.co.uk/horizon-radio,Internet/Community,,Variety
MTC MusicTakesControl,https://www.radio-uk.co.uk/mtc-radio,London: Online,mtcradio1@gmail.com,"Soul, House, Techno"
Bridge FM,https://www.radio-uk.co.uk/bridge-fm,Dundee: 87.7 FM,,"Classical, Top 40, Pop Music"
Polskie Radio FULL.FM,https://www.radio-uk.co.uk/polskie-radio-fullfm,City of London: Online,info@full.fm,"News, Top 40, Pop Music"
Radio Haslemere,https://www.radio-uk.co.uk/radio-haslemere,Haslemere:,radiohaslemere@gmail.com,"Community, Classic Hits, Adult Contemporary"
U.K. Church Community Radio,https://www.radio-uk.co.uk/uk-church-community-radio,City of London: Online,,Christian
Just the Radio,https://www.radio-uk.co.uk/just-the-radio2,Newcastle upon Tyne: Online,craig.ryan@mynetworkpoint.co.uk,"Dance, Top 40, 90s"
Soul International Radio,https://www.radio-uk.co.uk/soul-international-radio,Internet/Community,stationcontroller@soulinternationalradio.com,"Dance, 80s, Soul"
Rhyl Radio,https://www.radio-uk.co.uk/rhyl-radio,Rhyl: Online,radio@rhylradio.co.uk,
BFBS Blandford,https://www.radio-uk.co.uk/bfbs-blandford,Blandford Forum: Online,bfbsradio@bfbs.com,
Whitstable Bay Radio Christmas,https://www.radio-uk.co.uk/wbr-christmas,Internet/Community,whitstablebayradio@gmail.com,Christmas
Musicalheatwave,https://www.radio-uk.co.uk/musicalheatwave,London: Online,normangentles@aol.com,Pop Music
HighBeatfm,https://www.radio-uk.co.uk/highbeatfm,Internet/Community,aaronupton1969@gmail.com,"EDM - Electronic Dance Music, Dance"
Our Thing,https://www.radio-uk.co.uk/our-thing,Internet/Community,hiya@ourthing.icu,
Maidstone Radio,https://www.radio-uk.co.uk/maidstone-radio,Maidstone: Online,studio@wearemaidstone.com,
HouseJams Radio,https://www.radio-uk.co.uk/housejams-radio,Fareham: Online,station@housejamsradio.com,House
DJ Hour,https://www.radio-uk.co.uk/dj-hour,Bradford: Online,contact@dj-hour.co.uk,"80s, Educational, Variety"
105 Uckfield FM,https://www.radio-uk.co.uk/105-uckfield-fm,Uckfield: 105.0 FM,news@uckfieldfm.co.uk,Community
Thames Radio,https://www.radio-uk.co.uk/thames-radio2,London: Online,,"80s, 70s, Local"
Apollo Radio,https://www.radio-uk.co.uk/apollo-radio,Internet/Community,,"Alternative Rock, Pop Music, Variety"
Radio Bananas,https://www.radio-uk.co.uk/radio-bananas,London: Online,admin@radiobananas.com,World Music
Mrs Yarringtons Radio,https://www.radio-uk.co.uk/mrs-yarringtons-radio,Hastings: Online,mickhoad57@gmail.com,"Blues, AAA - Adult Album Alternative, Classical"
No signal,https://www.radio-uk.co.uk/no-signal,London: Online,,
Cheshire Radio Extra,https://www.radio-uk.co.uk/cheshire-radio-extra,Macclesfield: 92.5 FM,robert.lay36@gmail.com,Local
Cool Radio 80s,https://www.radio-uk.co.uk/cool-radio-80s,Internet/Community,,80s
BoomFM,https://www.radio-uk.co.uk/boomfm,Internet/Community,hello@boomfm.co.uk,"House, EDM - Electronic Dance Music, Dance"
Skip FM,https://www.radio-uk.co.uk/skip-fm,Northampton: Online,,"Oldies, Pop Music, Top 40"
Wild Hogs UK,https://www.radio-uk.co.uk/wild-hogs-uk,Bradford: Online,,"80s, 90s, Disco"
UndergroundChronicles,https://www.radio-uk.co.uk/undergroundchronicles,London: Online,info@undergroundchronicles.com,"Dance, EDM - Electronic Dance Music"
Festive Hits,https://www.radio-uk.co.uk/festive-hits,Internet/Community,,Christmas
Your Timeless Radio,https://www.radio-uk.co.uk/your-timeless-radio,Internet/Community,yourtimelessradio@mail.com,Oldies
Diamond Beats Radio,https://www.radio-uk.co.uk/diamond-beats-radio,Internet/Community,,"80s, 00s, 90s"
Feel UK,https://www.radio-uk.co.uk/feel-uk,London: Online,,"Hot AC, Top 40"
Radio Borders,https://www.radio-uk.co.uk/radio-borders,"Berwick-Upon-Tweed: 102.3 FM,Eyemouth: 103.4 FM,Galashiels: 96.8 FM,Peebles: 103.1 FM",studio@radioborders.com,Adult Contemporary
Audio Emotion HD Radio,https://www.radio-uk.co.uk/audio-emotion-hd-radio,Internet/Community,info@audioemotion.co.uk,
Anarchy & Angels,https://www.radio-uk.co.uk/anarchy-angels,London: Online,,"70s, 80s"
Electrola Radio,https://www.radio-uk.co.uk/electrola-radio,Aylesbury: Online,,"Oldies, International, 60s"
Radio Raving,https://www.radio-uk.co.uk/radio-raving,London: Online,,"Dance, House, Electronic"
Decades Jukebox Radio,https://www.radio-uk.co.uk/back-to-the-hits-ca,Milton Keynes: 108,studio@allsortsdigitalhitsradio.com,"80s, 90s, Classic Hits"
Switch Radio UK,https://www.radio-uk.co.uk/switch-radio-uk,Internet/Community,switchradio@mail.com,
BIRSt,https://www.radio-uk.co.uk/birst,Bournemouth: Online,,"Community, Reggae"
Greatest Hits Radio East Midlands,https://www.radio-uk.co.uk/greatest-hits-radio-east-midlands,"Hereford: 105.2 FM,Worcester: 105.2 FM",theboss@greatesthitsradio.co.uk,80s
Bounce,https://www.radio-uk.co.uk/bounce,London: Online,contact@itsbounce.net,"80s, Top 40, 90s"
Radio VGR,https://www.radio-uk.co.uk/radio-vgr,Norwich: Online,radiovgr@gmail.com,"Classic Hits, Oldies, Disco"
Power Tunes Radio,https://www.radio-uk.co.uk/power-tunes-radio,London: DAB,infopowertunesradio@gmail.com,"R&B, Rock, Pop Music"
Eagle Christmas,https://www.radio-uk.co.uk/eagle-christmas,Guildford: Online,,Christmas
Pure Wakefield Country,https://www.radio-uk.co.uk/pure-wakefield-country,Internet/Community,,Country
4WARDRADIO.COM,https://www.radio-uk.co.uk/4wardradio,London: Online,4wardradio@gmail.com,"Culture, Reggae"
Simulator +,https://www.radio-uk.co.uk/dance-radio,Internet/Community,,"Hot AC, Dance, Hip Hop"
103.9 Voice FM,https://www.radio-uk.co.uk/1039-voice-fm,Southampton: 103.9 FM,,
Hot 102.8,https://www.radio-uk.co.uk/hot-10282,Poole: 128 Kbps,,"Local, Community"
GamerFM,https://www.radio-uk.co.uk/gamerfm,City of London: Online,officialgamerfm@gmail.com,"Rock, Dance, J-pop"
Bear Essentials Mix Radio,https://www.radio-uk.co.uk/bear-essentials-mix-radio,City of London: Online,,"Disco, Dance"
Devote Radio,https://www.radio-uk.co.uk/devote-radio,Birmingham: Online,studio@devote.radio,"House, Adult Contemporary, Top 40"
Downtown Radio,https://www.radio-uk.co.uk/downtown-radio,"Antrim: 102.3 FM,Armagh: 103.1 FM,Ballycastle: 96.4 FM,Belfast: 1026 AM,Londonderry: 102.4 FM,Dungannon: 96.6 FM,Larne: 97.1 FM",,Classic Hits
JACK 2 Hits,https://www.radio-uk.co.uk/jack-fm-2-oxfordshire,Oxford: 107.9 FM,jack@jackfm.co.uk,"Adult Contemporary, Top 40, Pop Music"
Pure Sounds Northants,https://www.radio-uk.co.uk/pure-sounds-northants,Northampton: Online,,
Maritime Radio,https://www.radio-uk.co.uk/maritime-radio,London: 96.5 FM,,
Zakariyya Masjid Bolton,https://www.radio-uk.co.uk/zakariyya-masjid-bolton,Bolton: Online,info@zakariyyamasjid.co.uk,"Islam, Religious"
Feel Wales,https://www.radio-uk.co.uk/feel-wales,London: Online,,
PopMix Radio,https://www.radio-uk.co.uk/midlands-radio2,Heanor: Online,,"Adult Contemporary, Hot AC, Top 40"
Love Easy,https://www.radio-uk.co.uk/love-easy,Internet/Community,studio@loveeasyradio.com,Variety
NorthSound 2,https://www.radio-uk.co.uk/northsound-2,Aberdeen: 1035 AM,michael.macrae@bauermedia.co.uk,Classic Hits
Amazing Places Radio,https://www.radio-uk.co.uk/amazing-places-radio,Brighton: 105.7 FM,,"EDM - Electronic Dance Music, 90s"
South Staffs Radio,https://www.radio-uk.co.uk/south-staffs-radio2,Internet/Community,info@southstaffsradio.co.uk,"80s, 70s, 90s"
DST Radio,https://www.radio-uk.co.uk/dst-radio,Manchester: Online,hello@dstradio.com,"EDM - Electronic Dance Music, Pop Music, Dance"
Juice Radio Stowmarket,https://www.radio-uk.co.uk/the-mix-radio-extra,Ipswich: Online,,"90s, Pop Music, Hot AC"
BMC Radio,https://www.radio-uk.co.uk/blaen-y-maes-christian-radio,Swansea: Online,bmcradiowales@gmail.com,Christian
Titan Radio FM,https://www.radio-uk.co.uk/titan-radiofm,London: DAB,,Top 40
Kokni Masjid Luton,https://www.radio-uk.co.uk/kokni-masjid-luton,Luton: Online,,Religious
Kerrang! Radio,https://www.radio-uk.co.uk/kerrang-radio,London: DAB,contact@kerrangradio.co.uk,Rock
Fresh Radio,https://www.radio-uk.co.uk/fresh-radio,Southampton: Online,info@freshradiouk.co.uk,"Pop Music, 90s, Chillout"
RTC Radio Extra,https://www.radio-uk.co.uk/rtc-radio-extra,London: Online,,"Top 40, Variety"
nuline radio,https://www.radio-uk.co.uk/nuline-radio,Ware: Online,contact@nulineradio.co.uk,"Disco, Pop Music, Dance"
Albatross Audio Radio,https://www.radio-uk.co.uk/albatross-audio-radio,Wolverhampton: Online,djkevw@gmail.com,Oldies
KIC Radio,https://www.radio-uk.co.uk/kic-radio,Wolverhampton: Online,studio@kicfm.com,"Hot AC, Community"
ReformUK Doncaster Radio,https://www.radio-uk.co.uk/reformuk-doncaster-radio,Internet/Community,,
Squatjuice Radio,https://www.radio-uk.co.uk/squatjuice-radio,Internet/Community,daddies@squatjuice.com,Techno
Radio Heatwave,https://www.radio-uk.co.uk/radio-heatwave,Internet/Community,peteonheatwave@gmail.com,"Soul, Pop Music, Oldies"
Grey Clay Radio,https://www.radio-uk.co.uk/grey-clay-radio,Frome: Online,,Electronic
Matthew Richards Radio Music From All Around The World,https://www.radio-uk.co.uk/matthew-richards-radio-podcast,Internet/Community,,"90s, Top 40, 80s"
EGH,https://www.radio-uk.co.uk/egh,London: Online,,Variety
Amamere Radio,https://www.radio-uk.co.uk/amamere-radio,London: Online,minoxmedianetwork@gmail.com,Culture
Radio Seren,https://www.radio-uk.co.uk/radio-seren,London: Online,studio@radioseren.net,
Rock FM,https://www.radio-uk.co.uk/rock-fm,Preston: 97.4 FM,hello@rockfm.co.uk,"Adult Contemporary, Rock"
Isolate FM,https://www.radio-uk.co.uk/isolate-fm,London: Online,isolatefm@yahoo.com,"Dance, Caribbean, EDM - Electronic Dance Music"
The Willow,https://www.radio-uk.co.uk/the-wiilow,Monmouth: Online,studio@thewillow.eu,"80s, Adult Contemporary, 70s"
Radio Ashford,https://www.radio-uk.co.uk/radio-ashford,Ashford: 107.1 FM,info@radioashford.com,
Anglian Hits,https://www.radio-uk.co.uk/anglian-hits,Norwich: Online,info@anglianhits.co.uk,"Top 40, Variety"
The Wave,https://www.radio-uk.co.uk/964-the-wave,Swansea: 96.4 FM,,"Top 40, Pop Music, Classic Hits"
Crazy Cox Radio,https://www.radio-uk.co.uk/crazy-cox-radio,Internet/Community,,"Variety, 80s, 90s"
AltUK Radio,https://www.radio-uk.co.uk/altuk-radio,London: Online,studio@altukradio.co.uk,"Adult Contemporary, Variety, Eclectic"
Boogaloo Radio,https://www.radio-uk.co.uk/boogaloo-radio,Internet/Community,,
Anderton Tiger Radio,https://www.radio-uk.co.uk/anderton-tiger-radio,Brackley: Online,customer.services@andertontiger.com,
Artist Controlled Radio,https://www.radio-uk.co.uk/artist-controlled-radio,City of London: Online,,
SR23,https://www.radio-uk.co.uk/sr23,Internet/Community,,"Rock, Metal"
Cool Radio Dance,https://www.radio-uk.co.uk/cool-radio-dance,London: Online,,"Dance, Pop Music"
Gemini,https://www.radio-uk.co.uk/gemini,Exeter: Online,,"Local, 90s, Adult Contemporary"
Tide Dance,https://www.radio-uk.co.uk/tide-dance,London: Online,studio@tideradio.uk,"Dance, EDM - Electronic Dance Music"
Clyde 2,https://www.radio-uk.co.uk/clyde-2,Glasgow: 1152 AM,,Classic Hits
megaradiouk 4,https://www.radio-uk.co.uk/megaradiouk-dance,London: Online,megaradiouk1@gmail.com,Dance
HatHats Radio,https://www.radio-uk.co.uk/hathats-radio,Canterbury: Online,,"Top 40, Classic Hits, Pop Music"
Absolute Radio 70s,https://www.radio-uk.co.uk/absolute-radio-70s,London: DAB,radioplayer@bauermedia.co.uk,70s
MFR 2 - Moray Firth Radio,https://www.radio-uk.co.uk/mfr-2-moray-firth-radio,Inverness: 1107 AM,michael.macrae@bauermedia.co.uk,Hot AC
Herald Radio,https://www.radio-uk.co.uk/herald-radio,London: Online,studio@heraldradio.com,"Adult Contemporary, 90s, 80s"
Feel Yorkshire,https://www.radio-uk.co.uk/feel-yorkshire,London: Online,,
Xtreme Noize 1,https://www.radio-uk.co.uk/xtreme-noize-1,City of London: Online,,80s
Reach Radio,https://www.radio-uk.co.uk/reach-radio,London: Online,admin@reachradio.co.uk,"Pop Music, Hot AC"
Love Da Beat Radio,https://www.radio-uk.co.uk/love-da-beat-radio,London: Online,info@lovedabeatradio.co.uk,"Top 40, Dance, 90s"
Sauce Radio,https://www.radio-uk.co.uk/sauce-radio,Manchester: Online,jack@sauceradio.co.uk,"Dance, Top 40, 90s"
CoastalSound,https://www.radio-uk.co.uk/coastalsound,City of London: Online,,"Soul, Classic Hits, Community"
QMR Dance,https://www.radio-uk.co.uk/qmr-dance,London: Online,info@qmr.digital,Dance
Holla FM,https://www.radio-uk.co.uk/holla-fm,London: Online,info@hollafm.com,World Music
The Ultimate Top 40,https://www.radio-uk.co.uk/the-ultimate-top-40,London: Online,ultimatetop40@mail.com,Top 40
Layradio Club Classics,https://www.radio-uk.co.uk/layradio-club-classics,Macclesfield: Online,,Dance
Diversity Radio,https://www.radio-uk.co.uk/diversity-radio,London: Online,,Talk
purevyesuk,https://www.radio-uk.co.uk/purevyesuk,Birmingham: Online,,
Chesterfield Radio,https://www.radio-uk.co.uk/chesterfield-radio2,"Bolsover: Online,Chesterfield: Online,Dronfield: Online,Staveley: Online",contact@chesterfieldradio.com,"Adult Contemporary, Pop Music, Oldies"
ICR Xmas - Ipswich Community Radio,https://www.radio-uk.co.uk/icr-xmas-ipswich-community-radio,Ipswich: Online,,"Christmas, Community"
WMR Woking Music Radio,https://www.radio-uk.co.uk/wmr,Woking: Online,WMR.Studio@virginmedia.com,"Soul, Blues, Adult Contemporary"
Radio La Luz,https://www.radio-uk.co.uk/radio-la-luz,Birmingham: Online,kontaktlaluz@gmail.com,"Dance, 80s, 90s"
MIXX ONLINE,https://www.radio-uk.co.uk/mixx-online,Rotherham: Online,mixxonlineradio@gmail.com,"Easy Listening, Public, Pop Music"
The Baseline Project,https://www.radio-uk.co.uk/crimsham-farm-studio-one-project,Internet/Community,,"Alternative Rock, College"
Harmonic Vibes,https://www.radio-uk.co.uk/harmonic-vibes,Internet/Community,studio@harmonicvibes.co.uk,"Classic Hits, Pop Music, Disco"
Greatest Hits Radio Hull & East Yorkshire,https://www.radio-uk.co.uk/greatest-hits-east-yorkshire,Hull: 1161 AM,theboss@greatesthitsradio.co.uk,"Classic Rock, Classic Hits, Pop Music"
Feel East Anglia,https://www.radio-uk.co.uk/feel-east-anglia,London: Online,,"Hot AC, Top 40"
Lockdown Radio UK,https://www.radio-uk.co.uk/lockdown-radio-uk2,Exeter: DAB,lockdownradio@coast2coast.digital,Pop Music
Rhythm Nation Radio,https://www.radio-uk.co.uk/rhythm-nation-radio2,Internet/Community,info@rhythmnationradio.co.uk,
Fly FM,https://www.radio-uk.co.uk/fly-fm,City of London: Online,stationmanager@flylive.co.uk,
East Herts Radio,https://www.radio-uk.co.uk/east-herts-radio,Hertford: Online,Studio@easthertsradio.co.uk,"Talk, 90s, Top 40"
Solid Classics,https://www.radio-uk.co.uk/solid-classics,Nottingham: Online,studio@solidradio.co.uk,Classic Hits
Cool Radio Hits,https://www.radio-uk.co.uk/cool-radio-hits,Internet/Community,,"Adult Contemporary, 80s, Pop Music"
Romney Marsh Radio,https://www.radio-uk.co.uk/romney-marsh-radio2,Hythe: Online,,"Adult Contemporary, Community, Local"
Radio darwen,https://www.radio-uk.co.uk/radio-darwen,Internet/Community,,
HOOIP Radio,https://www.radio-uk.co.uk/hooip-radio,Internet/Community,,
AATM Radio,https://www.radio-uk.co.uk/aatm-radio2,Sheffield: Online,aatmradio@gmail.com,"House, Dance, EDM - Electronic Dance Music"
TrackRadio,https://www.radio-uk.co.uk/trackradio,Internet/Community,,"EDM - Electronic Dance Music, Pop Music, Top 40"
Street Radio,https://www.radio-uk.co.uk/street-radio,London: Online,,"Reggae, R&B"
Megaradio UK,https://www.radio-uk.co.uk/megaradio-uk,City of London: Online,megaradiouk1@gmail.com,Eclectic
RTC Radio UK,https://www.radio-uk.co.uk/rtc-radio-uk,London: Online,info@rtcradio.co.uk,"Top 40, Variety"
Evolve Radio,https://www.radio-uk.co.uk/evolve-radio,Internet/Community,hello@evolveradio.uk,Pop Music
FOM Radio,https://www.radio-uk.co.uk/fom-radio,London: Online,Faokyere@gmail.com,Gospel
Sanity Radio,https://www.radio-uk.co.uk/sanity-radio,Internet/Community,studio@sanityradio.com,"Adult Contemporary, 80s, 90s"
Patwah Radio,https://www.radio-uk.co.uk/patwah-radio,Internet/Community,PATWAHRADIO@GMAIL.COM,
Cool FM,https://www.radio-uk.co.uk/cool-fm,Belfast: 97.4 FM,radioplayer@bauermedia.co.uk,Adult Contemporary
Nbd Recordings Radio,https://www.radio-uk.co.uk/nbd-recordings-radio,Norwich: Online,nbdrecordingsuk@gmail.com,"Reggae, House"
Wildstyle,https://www.radio-uk.co.uk/coolvibes-radio,Hastings: Online,wildstyleradio1@gmail.com,"90s, Dance, 80s"
Feel North East,https://www.radio-uk.co.uk/feel-north-east,London: Online,,
Array Radio,https://www.radio-uk.co.uk/array-radio,City of London: Online,,Alternative Rock
Raverholics Radio,https://www.radio-uk.co.uk/raverholics-radio,London: Online,,
Layradio Christmas,https://www.radio-uk.co.uk/layradio-christmas,Macclesfield: Online,,Christmas
Cherry Radio UK,https://www.radio-uk.co.uk/cherry-radio-uk,Internet/Community,info@cherryradio.co.uk,"Easy Listening, 60s, 70s"
HuzzahFM,https://www.radio-uk.co.uk/huzzahfm,Manchester: Online,hello@huzzah.fm,"Pop Music, R&B, Classic Hits"
BFBS Samishran,https://www.radio-uk.co.uk/bfbs-samishran,London: Online,bfbsradio@bfbs.com,Variety
Hitz Afrik Radio,https://www.radio-uk.co.uk/hitz-afrik-radio,London: Online,,
Absolute Radio Country,https://www.radio-uk.co.uk/country-hits,City of London: Online,radioplayer@bauermedia.co.uk,Country
Bro Radio Christmas,https://www.radio-uk.co.uk/bro-radio-hits,"Barry: Online,Llantwit Major: Online,Penarth: Online",studio@broradio.fm,"90s, Adult Contemporary, 80s"
Embrace Radio,https://www.radio-uk.co.uk/embrace-radio,Market Harborough: Online,onair@embraceradio.co.uk,Pop Music
Howfen Radio,https://www.radio-uk.co.uk/howfen-radio,Bolton: Online,presenters@howfenradio.co.uk,Community
Feel East Midlands,https://www.radio-uk.co.uk/feel-east-midlands,London: Online,,"Top 40, Hot AC"
Somerset Happy Radio,https://www.radio-uk.co.uk/somerset-happy-radio,Bridgwater: Online,barrysedgbeer@gmail.com,"60s, 70s, 80s"
Fresh Radio 247,https://www.radio-uk.co.uk/fresh-radio-247,Internet/Community,studio@freshradio247.com,"90s, 80s, Top 40"
Bridgwater Radio,https://www.radio-uk.co.uk/bridgwater-radio,Internet/Community,,"70s, 80s, 60s"
HitsXTRA,https://www.radio-uk.co.uk/hitsxtra,City of London: Online,studio@hitsxtra.co.uk,"80s, Adult Contemporary, 90s"
Rewid Radio,https://www.radio-uk.co.uk/rewid-radio,Woking:,,"Classic Hits, Pop Music, Disco"
Pure Wakefield,https://www.radio-uk.co.uk/pure-wakefield3,Internet/Community,PureWakefieldStudio@outlook.com,"90s, 80s, 70s"
Pulse Online Radio,https://www.radio-uk.co.uk/pulse-online-radio,Internet/Community,pulseradio24@gmail.com,
Absolute Radio 00s,https://www.radio-uk.co.uk/absolute-radio-00s,London: DAB,radioplayer@bauermedia.co.uk,"00s, Pop Music"
EGH Radio Rocks,https://www.radio-uk.co.uk/egh-radio-rocks,London: Online,,Rock
Bonus Radio,https://www.radio-uk.co.uk/bonus-radio,London: Online,info@bonusradio.co.uk,"Techno, House"
Queerly Dance,https://www.radio-uk.co.uk/queerly-dance,Internet/Community,,"Dance, Pop Music, House"
Sescot Radio,https://www.radio-uk.co.uk/sescot-radio,Dunbar: Online,studio@sescotradio.com,"Community, Adult Contemporary, Easy Listening"
3N Radio,https://www.radio-uk.co.uk/star-radio-uk,Manchester: Online,weare3nradio@outlook.com,"90s, Top 40, Pop Music"
CandoFM 106.3,https://www.radio-uk.co.uk/candofm-1063,Ulverston: 107.3 FM,,Community
Envy FM,https://www.radio-uk.co.uk/envy-fm,Internet/Community,Info@envyfm.co.uk,
XB Radio,https://www.radio-uk.co.uk/xb-radio,City of London: Online,,
Time 2 Dance Radio,https://www.radio-uk.co.uk/time-2-dance-radio,"Gorleston-on-Sea: Online,Great Yarmouth: Online,London: Online,Norwich: Online",generalenquires@time2danceradio.co.uk,"House, Top 40, Dance"
Rehegoo Radio UK - HD,https://www.radio-uk.co.uk/rehegoo-radio-uk-hd,London: Online,info.rehegooradio@rehegoo.com,"Indie, Alternative Rock, Pop Music"
Leisure FM,https://www.radio-uk.co.uk/leisure-fm,Braintree: 107.4 FM,info@leisurefm.co.uk,Variety
Redwall Radio,https://www.radio-uk.co.uk/redwall-radio,Manchester: Online,,Eclectic
ITM Radio,https://www.radio-uk.co.uk/itm-radio,Manchester: Online,,
Peak Sound Radio,https://www.radio-uk.co.uk/peak-sound-radio,Buxton: Online,info@peaksoundradio.co.uk,
RBX Radio,https://www.radio-uk.co.uk/rbx-radio,Ipswich: Online,info@rbxradio.co.uk,"Alternative Rock, Rock, Variety"
layradio Christmas,https://www.radio-uk.co.uk/layradio-xmas,Manchester:,,Christmas
Drive Live Radio,https://www.radio-uk.co.uk/drive-live-radio,Internet/Community,,Talk
EVE-Radio,https://www.radio-uk.co.uk/eve-radio,London: DAB,,
Radio Cracker Ballymena,https://www.radio-uk.co.uk/radio-cracker-ballymena,Internet/Community,studio@radiocracker.org.uk,
West Witton Radio,https://www.radio-uk.co.uk/west-witton-radio,Internet/Community,westwittonradio@gmail.com,Rock
Radio Bloke,https://www.radio-uk.co.uk/radio-bloke,Internet/Community,,"Easy Listening, 90s, 80s"
Your Hits Radio,https://www.radio-uk.co.uk/your-hits-radio,Internet/Community,yhr.contact1@gmail.com,Variety
LeominsterFM,https://www.radio-uk.co.uk/leominsterfm2,Internet/Community,jordong154@gmail.com,
Radio LondonWide,https://www.radio-uk.co.uk/radio-londonwide,London: Online,radiolondonwide@mail.com,
